Date,Title,Tone,Matins Gospel,Epistle,Gospel,Fasting,Holy Day of Obligation,Raw Text
041425,"Strict  Presanctified Liturgy Great and Holy Monday Apostles among the 70, Aristarchus, Pudens and Trophimus",,,,,Abstinence,False,"14
Strict Abstinence
Presanctified Liturgy
Great and Holy Monday
Apostles among the 70,
Aristarchus, Pudens and
Trophimus."
041525,"Strict  Presanctified Liturgy Great and Holy Tuesday Crescent, martyr",,,,,Abstinence,False,"15
Strict Abstinence
Presanctified Liturgy
Great and Holy Tuesday
Crescent, martyr."
042025,,,,,,,True,20
042125,"BRIGHT MONDAY Hieromartyr Januarius and his companions. Theodore of Perga in Pamphilia, martyr",,,,,,False,"21
BRIGHT MONDAY
Hieromartyr Januarius
and his companions.
Theodore of Perga in
Pamphilia, martyr."
042225,BRIGHT TUESDAY Ven. Father Theodore of Sykeon,,,,,,False,"22
BRIGHT TUESDAY
Ven. Father Theodore of
Sykeon"
042725,"THOMAS SUNDAY (2nd Sunday of Easter), Of the Sunday - Following week readings-2nd week after Easter",1,1,Acts 5:12-20,Jn. 20:19-31,,True,"27
THOMAS SUNDAY (2nd Sunday
of Easter) Tone 1, Res. Gospel 1, Of
the Sunday - Epistle Acts 5:12-20,
Gospel Jn. 20:19-31 Following week
readings-2nd week after Easter."
042825,"Apostles among the 70, Jason and Sosipater. Dada and others, martyrs",,,,,,False,"28
Apostles among the 70,
Jason and Sosipater.
Dada and others,
martyrs."
042925,"Martyrs of Cyzicus. Ven. Father Memnon, wonderworker",,,,,,False,"29
Martyrs of Cyzicus. Ven.
Father Memnon,
wonderworker"
050425,,,,,,,True,4
050525,,,,,,,False,5
051125,SUNDAY OF THE PARALYTIC (4th Sunday of Easter). Following week readings – 4th week after Easter. USA: Mother’s Day,3,5,Acts 9: 32- 42,Jn. 5:1-15,,True,"11
SUNDAY OF THE PARALYTIC (4th
Sunday of Easter)
Tone 3, Res. Gospel 5. Epistle Acts 9: 32-
42, Gospel Jn. 5:1-15. Following week
readings – 4th week after Easter.
USA: Mother’s Day"
051225,H. Fathers,,,"iphanius, Bishop of Cyprus and Germanus the Hymnographer, Patriarch of Constantinople",,,False,"12
H. Fathers Epiphanius,
Bishop of Cyprus and
Germanus the
Hymnographer, Patriarch
of Constantinople."
051325,"Glykeria, woman martyr",,,,,,False,"13
Glykeria, woman martyr."
051825,,,,,,,True,18
051925,,,,,,,False,19
052525,SUNDAY OF THE MAN BORN BLIND (6th Sunday of Easter). Following week readings – 6th week after Easter,5,8,Acts 16: 16- 34,Jn. 9: 1-38,,True,"25
SUNDAY OF THE MAN BORN
BLIND (6th Sunday of Easter)
Tone 5, Res. Gospel 8. Epistle Acts 16: 16-
34, Gospel Jn. 9: 1-38. Following week
readings – 6th week after Easter."
052625,"Apostle among the 70, Carpus. USA: Memorial Day",,,,,,False,"26
Apostle among the 70,
Carpus.
USA: Memorial Day"
052725,"Alladius, Martyr; Julius",,,,,,False,"27
Alladius, Martyr; Julius"
060125,FATHERS OF THE 1ST ECUMENI- CAL COUNCIL OF NICAEA (7TH Sunday of Easter). Following week readings – 7th week after Easter,6,10,"Acts 20: 16-18, 28-36",Jn. 17: 1-13,,True,"1
FATHERS OF THE 1ST ECUMENI-
CAL COUNCIL OF NICAEA (7TH
Sunday of Easter) Tone 6, Res.
Gospel 10. Epistle Acts 20: 16-18, 28-36
Gospel Jn. 17: 1-13. Following week
readings – 7th week after Easter."
060225,(†) BLESSED MARTYR BISHOPS,,,"Heb 7,26-28,8: 1-2",John:15:17-27; 16:1-2,,False,"2
(†) BLESSED MARTYR
BISHOPS
Epistle Heb 7,26-28,8: 1-2
Gospel John:15:17-27; 16:1-2"
060325,"Lucillian and Paula, martyrs and their companions. Hypatius, Paul and Dionysius",,,,,,False,"3
Lucillian and Paula, martyrs
and their companions.
Hypatius, Paul and Dionysius"
060825,,,,,,,True,8
060925,,,,,,,False,9
061525,1st SUNDAY AFTER PENTECOST Sunday of All Saints. Following week readings – 2nd week after Pentecost. USA: Father’s Day,8,1,Heb. 11: 33 – 12: 2,Matt. 10: 32-35; 37-38; 19: 27-30,Common Abstinence,True,"15
Common Abstinence
1st SUNDAY AFTER PENTECOST
Sunday of All Saints. Tone 8, Res.
Gospel 1, Epistle Heb. 11: 33 – 12: 2,
Gospel Matt. 10: 32-35; 37-38; 19: 27-30.
Following week readings – 2nd week after
Pentecost. USA: Father’s Day"
061625,"H. Father Tikhon, Bishop and Wonderworker",,,,,Common Abstinence,False,"16
Common Abstinence
H. Father Tikhon, Bishop and
Wonderworker."
061725,"Manuel, Sabel and Ishmael, martyres",,,,,Common Abstinence,False,"17
Common Abstinence
Manuel, Sabel and Ishmael,
martyres"
062225,,,,,,Common Abstinence,True,"22
Common Abstinence"
062325,,,,,,Common Abstinence,False,"23
Common Abstinence"
062925,3rd SUNDAY AFTER PENTECOST. Following week readings – 4th week after Pentecost. (†)HOLY APOSTLES PETER AND PAUL Epistle: 2 Cor. 11:21-12:9 Gospel Mt 16:13-19,2,3,Rom. 5: 1 – 10,Matt. 6: 22-23,,True,"29
3rd SUNDAY AFTER PENTECOST
Tone 2, Res. Gospel 3, Epistle Rom. 5: 1
– 10, Gospel Matt. 6: 22-23. Following
week readings – 4th week after
Pentecost.
(†)HOLY APOSTLES PETER AND PAUL
Epistle: 2 Cor. 11:21-12:9 Gospel Mt
16:13-19"
063025,Synaxis of the Twelve Apostles,,,,,,False,"30
Synaxis of the Twelve
Apostles."
070625,,,,,,,True,6
070725,,,,,,,False,7
070825,,,,,,,False,8
070425,th SUNDAY AFTER PENTECOST. Following week readings – 5th week after Pentecost,3,4,Rom. 6: 18 – 23,Matt. 8: 5-13,,False,"4th SUNDAY AFTER PENTECOST
Tone 3, Res. Gospel 4, Epistle Rom. 6: 18 –
23, Gospel Matt. 8: 5-13. Following week
readings – 5th week after Pentecost."
070425,th SUNDAY AFTER PENTECOST,,,,,,False,4th SUNDAY AFTER PENTECOST
071325,Sunday of the Holy Fathers of the First Sixth Ecumenical Councils. Following week readings – 6th week after Pentecost,4,5,Tit. 3: 8 – 15,Matt. 5: 14 -19,,True,"13
Sunday of the Holy Fathers of the
First Sixth Ecumenical Councils
Tone 4, Res. Gospel 5, Epistle Tit. 3: 8 – 15,
Gospel Matt. 5: 14 -19. Following week
readings – 6th week after Pentecost."
071425,"Apostle among the 70, Aquila. Holy Father Joseph the Confessor, of Thessalonica",,,,,,False,"14
Apostle among the 70,
Aquila. Holy Father Joseph
the Confessor, of
Thessalonica."
071525,"Cyricus and his mother Julitta, Martyrs [St Bonaventure]",,,,,,False,"15
Cyricus and his mother
Julitta, Martyrs [St
Bonaventure]"
072025,,,,,,,True,20
072125,,,,,,,False,21
072225,,,,,,,False,22
070625,TH SUNDAY AFTER PENTECOST. Following week readings – 7th week after Pentecost. (†) Holy Prophet Elijah the Tishbite,5,6,Rom. 12: 6- 14,Mt. 9: 1 - 8,,True,"6TH SUNDAY AFTER PENTECOST
Tone 5, Res. Gospel 6, Epistle Rom. 12: 6-
14, Gospel Mt. 9: 1 - 8. Following week
readings – 7th week after Pentecost.
(†) Holy Prophet Elijah the Tishbite"
070625,TH SUNDAY AFTER PENTECOST,,,,,,True,6TH SUNDAY AFTER PENTECOST
080825,th SUNDAY AFTER PENTECOST. Following week readings – 9th week after Pentecost,7,8,1 Cor 1: 10-17,Matt. 14: 14-21,,False,"8th SUNDAY AFTER PENTECOST
Tone 7, Res. Gospel 8, Epistle 1 Cor 1:
10-17, Gospel Matt. 14: 14-21. Following
week readings – 9th week after Pentecost."
080825,th SUNDAY AFTER PENTECOST,,,,,,False,8th SUNDAY AFTER PENTECOST
081025,9th SUNDAY AFTER PENTECOST. Following week readings – 10th week after Pentecost,8,9,1 Cor. 3: 9 – 16,Matt. 14: 22 – 34,Common Abstinence,True,"10
Common Abstinence
9th SUNDAY AFTER PENTECOST
Tone 8, Res. Gospel 9, Epistle 1 Cor. 3: 9
– 16, Gospel Matt. 14: 22 – 34. Following
week readings – 10th week after
Pentecost."
081125,"Euplus, deacon and martyr",,,,,Common Abstinence,False,"11
Common Abstinence
Euplus, deacon and martyr"
081225,"Photius and Anicetus, Martyrs",,,,,Common Abstinence,False,"12
Common Abstinence
Photius and Anicetus,
Martyrs"
081725,,,,,,,True,17
081825,,,,,,,False,18
082425,"/31 11th SUNDAY AFTER PENTECOST. Following week readings – 12th week after Pentecost 12th SUNDAY AFTER PENTECOST Tone 3, Res. Gospel 1, Epistle 1 Cor. 15:1-11, Gospel Matt. 19:16-26. Following week readings – 13th week after Pentecost",2,11,1 Cor. 9: 2 – 12,Matt. 18: 23 – 35,,True,"24/31
11th SUNDAY AFTER PENTECOST
Tone 2, Res. Gospel 11, Epistle 1 Cor. 9:
2 – 12, Gospel Matt. 18: 23 – 35.
Following week readings – 12th week after
Pentecost
12th SUNDAY AFTER PENTECOST
Tone 3, Res. Gospel 1, Epistle 1 Cor.
15:1-11, Gospel Matt. 19:16-26.
Following week readings – 13th week after
Pentecost."
082525,Translation of the Relics of the Apostle Bartholomew. Apostle Titus,,,,,,False,"25
Translation of the Relics of
the Apostle Bartholomew.
Apostle Titus."
082625,"Adrian and Natalia, Martyrs",,,,,,False,"26
Adrian and Natalia, Martyrs"
090125,"Church New Year Ven. Fr. Simeon the Stylite. Mother of God of Miasena. Holy 40 Virgin Martyrs and Amon, their teacher. Joshua, son of Nun USA: Labor Day CANADA: Labour Day",,,,,,False,"1
Church New Year
Ven. Fr. Simeon the Stylite.
Mother of God of Miasena.
Holy 40 Virgin Martyrs and
Amon, their teacher. Joshua,
son of Nun
USA: Labor Day
CANADA: Labour Day"
090225,"Mamas, Mrt. John the Faster, Patriarch of Constantinopole",,,,,,False,"2
Mamas, Mrt.; John the
Faster, Patriarch of
Constantinopole"
090725,,,,,,,True,7
090825,,,,,,,False,8
091425,(†) EXALTATION OF THE CROSS. Holy Day of Obligation. Apostle 1 Cor 1:18-24,,,,"Jn. 19:6-11, 13-20, 25- 28, 30-35",Strict Fast and abstinence,True,"14
Strict Fast and abstinence
(†) EXALTATION OF THE CROSS.
Holy Day of Obligation. Apostle 1 Cor
1:18-24; Gospel Jn. 19:6-11, 13-20, 25-
28, 30-35"
091525,"Nicetas the Goth, martyr",,,,,,False,"15
Nicetas the Goth, martyr"
091625,Great Martyr Euphemia,,,,,,False,"16
Great Martyr Euphemia"
092125,,,,,,,True,21
092225,,,,,,,False,22
092825,1st SUNDAY AFTER HOLY CROSS (18th Sunday after Pentecost). Following week readings – 19th week after Pentecost,7,5,2 Cor. 9:6-11,Lk. 5: 1– 18,,True,"28
1st SUNDAY AFTER HOLY
CROSS
(18th Sunday after Pentecost).
Tone 7, Res. Gospel 5, Epistle 2 Cor.
9:6-11; Gospel Lk. 5: 1– 18. Following
week readings – 19th week after
Pentecost."
092925,Ven. Father Cyriacus,,,,,,False,"29
Ven. Father Cyriacus"
093025,"Gregory the Illuminator of Armenia, Bishop and Martyr",,,,,,False,"30
Gregory the Illuminator of
Armenia, Bishop and
Martyr"
100525,,,,,,,True,5
100625,,,,,,,False,6
101225,4th SUNDAY AFTER HOLY CROSS. (Sunday of the Holy Fathers of the Seventh Ecumenical Councils. Following week readings – 21st week after Pentecost,1,7,Titus. 3: 8 – 15,Lk. 8:5 – 15,,True,"12
4th SUNDAY AFTER HOLY CROSS.
(Sunday of the Holy Fathers of the
Seventh Ecumenical Councils
Tone 1, Res. Gospel 7, Epistle Titus. 3: 8 – 15;
Gospel Lk. 8:5 – 15. Following week readings
– 21st week after Pentecost."
101325,"Carpus, Papylas and Agathonicus, martyrs USA: Columbus Day Canada: Thanksgiving",,,,,,False,"13
Carpus, Papylas and
Agathonicus, martyrs
USA: Columbus Day
Canada: Thanksgiving"
101425,"Nazarius, Gervasius, Protasius & Celsus, Mrt; Ven. Cosmas of Maiuma",,,,,,False,"14
Nazarius, Gervasius,
Protasius & Celsus, Mrt;
Ven. Cosmas of Maiuma"
101925,,,,,,,True,19
102025,,,,,,,False,20
102625,"6th SUNDAY AFTER HOLY CROSS (23rd Sunday after Pentecost). Following week readings – 23rd week after Pentecost. (†) Holy Great-Martyr Demetrius, Fount of Myrrh",3,9,Efes 2:4-10,Lk. 8: 27– 39,,True,"26
6th SUNDAY AFTER HOLY CROSS
(23rd Sunday after Pentecost).
Tone 3, Res. Gospel 9, Epistle Efes 2:4-10;
Gospel Lk. 8: 27– 39. Following week
readings – 23rd week after Pentecost.
(†) Holy Great-Martyr Demetrius, Fount
of Myrrh"
102725,"Nestor, martyr",,,,,,False,"27
Nestor, martyr"
102825,"Terence and Neonila, Martyrs; Ven. Stephen the Sabbaite",,,,,,False,"28
Terence and Neonila,
Martyrs; Ven. Stephen the
Sabbaite"
110225,,,,,,,True,2
110325,,,,,,,False,3
110925,7TH SUNDAY AFTER HOLY CROSS (24th Sunday after Pentecost). Following week readings – 25TH week after Pent,5,11,Eph 2: 14-22,Lk. 8: 41– 56,,True,"9
7TH SUNDAY AFTER HOLY CROSS
(24th Sunday after Pentecost).
Tone 5, Res. Gospel 11, Epistle Eph 2:
14-22; Gospel Lk. 8: 41– 56. Following
week readings – 25TH week after Pent"
111025,"Apostles Erastes and Olympus. Orestes, martyr",,,,,,False,"10
Apostles Erastes and
Olympus. Orestes, martyr."
111125,"Menas, Victor, Vincent & Stephanida, Martyrs; Ven. Theodore the Studite USA: Veterans Day Canada: Remembrance Day",,,,,,False,"11
Menas, Victor, Vincent &
Stephanida, Martyrs; Ven.
Theodore the Studite
USA: Veterans Day
Canada: Remembrance Day"
111625,,,,,,Common Abstinence,True,"16
Common Abstinence"
111725,,,,,,Common Abstinence,False,"17
Common Abstinence"
112325,"/30  9th SUNDAY AFTER HOLY CROSS (26th Sunday after Pentecost). Following week readings – 27th week after Pentecost. 13th SUNDAY AFTER HOLY CROSS (30th Sunday after Pentecost). Tone 8, Res. Gospel 3, Epistle Col 3: 12- 16; Gospel Lk. 18: 18–27. Following week readings – 28th week after Pentecost. Dispensation (Hârti)",7,2,Eph 5:8- 19,Lk. 12: 16– 21,Common Abstinence,True,"23/30
Common Abstinence
9th SUNDAY AFTER HOLY CROSS
(26th Sunday after Pentecost).
Tone 7, Res. Gospel 2, Epistle Eph 5:8-
19; Gospel Lk. 12: 16– 21. Following
week readings – 27th week after
Pentecost.
13th SUNDAY AFTER HOLY CROSS
(30th Sunday after Pentecost).
Tone 8, Res. Gospel 3, Epistle Col 3: 12-
16; Gospel Lk. 18: 18–27. Following
week readings – 28th week after
Pentecost. Dispensation (Hârti)"
112425,Ss. Clement of Rome and Peter of Alexandria,,,,,Common Abstinence,False,"24
Common Abstinence
Ss. Clement of Rome and
Peter of Alexandria."
112525,"Leavetaking of Entrance in the Temple of the Mother of God, Great-Martyr Catherine; Mercury, Martyr",,,,,Common Abstinence,False,"25
Common Abstinence
Leavetaking of Entrance in
the Temple of the Mother of
God,
Great-Martyr Catherine;
Mercury, Martyr"
121425,11th SUNDAY AFTER HOLY CROSS (Sunday of the Holy Ancestors). Following week readings – 30th week after Pentecost,2,5,Col 3: 4-12,Lk. 14: 16–25,Common Abstinence,True,"14
Common Abstinence
11th SUNDAY AFTER HOLY
CROSS (Sunday of the Holy
Ancestors). Tone 2, Res. Gospel 5,
Epistle Col 3: 4-12; Gospel Lk. 14:
16–25. Following week readings –
30th week after Pentecost."
121525,"Common Absti nence Eleutherius, martyr",,,,,,False,"15
Common Absti nence
Eleutherius, martyr."
121625,Common Abstinenc e Prophet Haggai,,,,,,False,"16
Common Abstinenc e
Prophet Haggai"
122125,,,,,,Common Abstinence,True,"21
Common Abstinence"
122225,,,,,,Common Abstinence,False,"22
Common Abstinence"
122825,SUNDAY AFTER NATIVITY OF OUR LORD JESUS CHRIST. Following week readings 32nd week after Pentecost or of the Menaion,4,7,Gal. 1: 11-19,Mt. 2: 13 – 23,,True,"28
SUNDAY AFTER NATIVITY OF
OUR LORD JESUS CHRIST.
Tone 4, Res. Gospel 7, Epistle Gal. 1:
11-19; Gospel Mt. 2: 13 – 23.
Following week readings 32nd week
after Pentecost or of the Menaion"
122925,"14,000 infants martyred by King Herod. Ven. Father Marcellus",,,,,,False,"29
14,000 infants martyred by King
Herod. Ven. Father Marcellus"
123025,"Anysia, Martyr; Zoticus the Protector of Orphans, Priest",,,,,,False,"30
Anysia, Martyr; Zoticus the
Protector of Orphans,
Priest"
010426,,,,,,,True,4
010526,,,,,,,False,5
011126,Sunday after the Theophany,6,9,Eph. 4: 7 13,Matt 4:12-17,,True,"11
Sunday after the Theophany
Tone 6, Res. Gospel 9. Epistle Eph. 4: 7
13; Gospel Matt 4:12-17."
011226,"Tatiana, martyr",,,,,,False,"12
Tatiana, martyr."
011326,"Ermylus & Stratonicus, martyrs",,,,,,False,"13
Ermylus & Stratonicus,
martyrs."
011826,,,,,,,True,18
011926,,,,,,,False,19
011526,th SUNDAY AFTER HOLY CROSS (32nd Sunday after Pentecost). Following week readings –33rd week after Pentecost,7,10,1 Tim 4:9- 15,Lk. 19:1-10,,False,"15th SUNDAY AFTER HOLY CROSS
(32nd Sunday after Pentecost)
Tone 7, Res. Gospel 10, Epistle 1 Tim 4:9-
15, Gospel Lk. 19:1-10. Following week
readings –33rd week after Pentecost."
011526,th SUNDAY AFTER HOLY CROSS,,,,,,False,15th SUNDAY AFTER HOLY CROSS
012526,Beginning of the Triodion Sunday of the Pharisee and the Publican. Following week readings are of the 34th week after Pentecost,8,11,2 Tim. 3: 10-15,Luke 18:10-14,,True,"25
Beginning of the Triodion
Sunday of the Pharisee and the
Publican. Tone 8, Res. Gospel 11,
Epistle: 2 Tim. 3: 10-15; Gospel: Luke
18:10-14.
Following week readings are of the 34th
week after Pentecost."
012626,Ven. Father Xenophon and others,,,,,,False,"26
Ven. Father Xenophon and
others."
012726,(†) Translation of the relics of St. John Chrysostom,,,Heb. 7:26 to 8:2,John 10:9-16,,False,"27
(†) Translation of the
relics of St. John
Chrysostom.
Epistle Heb. 7:26 to 8:2
Gospel John 10:9-16"
020126,Sunday of the Prodigal Son. The readings for the following week are of the Meatfare week,1,1,1 Cor. 6: 12-20,Lk. 15:11-32,,True,"1
Sunday of the Prodigal Son.
Tone 1, Res. Gospel 1, Epistle: 1 Cor.
6: 12-20; Gospel: Lk. 15:11-32. The
readings for the following week are
of the Meatfare week"
020226,†ENCOUNTER OF OUR LORD IN THE TEMPLE Holy day of Obligation,,,Heb 7:7-17,Luke 2:22-40,,True,"2
†ENCOUNTER OF OUR
LORD IN THE TEMPLE
Holy day of Obligation
Ep. Heb 7:7-17; Gospel Luke
2:22-40."
020326,Ven. Symeon the God- Receiver and Prophetess Anna,,,,,,False,"3
Ven. Symeon the God-
Receiver and Prophetess
Anna"
020826,,,,,,,True,8
020926,,,,,,,False,9
021526,Cheese-Fare Sunday (Forgiveness Sunday). Beginning of Great Lent. Strict abstinence from meat and dairy products this week,3,3,Rom. 13: 11-14 - 14: 1-4,Matt. 6:14-21,Common Abstinence,True,"15
Common Abstinence
Cheese-Fare Sunday
(Forgiveness Sunday)
Tone 3, Res. Gospel 3, Epistle: Rom.
13: 11-14 - 14: 1-4 Gospel: Matt.
6:14-21. Beginning of Great Lent.
Strict abstinence from meat and
dairy products this week."
021626,"Strict  Clean Monday Aliturgical day Pamphilius, martyr and his companions USA: President’s Day",,,,,Abstinence,False,"16
Strict Abstinence
Clean Monday
Aliturgical day
Pamphilius, martyr and his
companions
USA: President’s Day"
021726,Strict  Great-Martyr Theodore Tyro. Miracle of Koliva,,,,,Abstinence,False,"17
Strict Abstinence
Great-Martyr Theodore Tyro.
Miracle of Koliva"
022226,,,,,,Common Abstinence,True,"22
Common Abstinence"
022326,,,,,,Common Abstinence,False,"23
Common Abstinence"
020126,st Sunday of Lent – Orthodoxy Sunday. Liturgy of St. Basil,4,4,Heb. 11: 24-26,Jn. 1:43-51,,True,"1st Sunday of Lent –
Orthodoxy Sunday. Liturgy of
St. Basil. Tone 4. Res. Gospel 4.
Epistle: Heb. 11: 24-26; Gospel: Jn.
1:43-51."
020126,st Sunday of Lent –,,,,,,True,1st Sunday of Lent –
031526,4th Sunday in Lent – Ven. Father John the Ladder. Liturgy of St. Basil. Heb. 6: 13-20,7,7,,Mark 9:17-32,Common Abstinence,True,"15
Common Abstinence
4th Sunday in Lent – Ven.
Father John the Ladder.
Liturgy of St. Basil. Tone 7. Res.
Gospel 7. Heb. 6: 13-20; Gospel:
Mark 9:17-32."
031626,"Sabinus the Egyptian, martyr",,,,,Common Abstinence,False,"16
Common Abstinence
Sabinus the Egyptian, martyr"
031726,"Ven. Alexis, the ""Man of God",,,,,Common Abstinence,False,"17
Common Abstinence
Ven. Alexis, the ""Man of God"
032226,5th Sunday of Lent – Ven. Mother Mary of Egypt. Liturgy of St. Basil. Heb. 9: 11-14,8,8,,Mark 10:32-45,Common Abstinence,True,"22
Common Abstinence
5th Sunday of Lent – Ven.
Mother Mary of Egypt.
Liturgy of St. Basil. Tone 8. Res.
Gospel 8. Heb. 9: 11-14; Gospel:
Mark 10:32-45."
032326,Ven. Martyr Nikon and those 199 with him,,,,,Common Abstinence,False,"23
Common Abstinence
Ven. Martyr Nikon and those
199 with him"
032426,Ven. Father Zachary the Recluse,,,,,Common Abstinence,False,"24
Common Abstinence
Ven. Father Zachary the
Recluse"
032926,Palm Sunday (Floriile) Liturgy of St. John. Begin Holy Week,1,9,Phil. 4: 4-9,Jn. 12:1-18,Common Abstinence,True,"29
Common Abstinence
Palm Sunday (Floriile)
Liturgy of St. John. Begin Holy
Week
Epistle: Phil. 4: 4-9, Gospel: Jn.
12:1-18. Tone 1. Res. Gospel 9."
033026,Strict  Presanctified Liturgy Great and Holy Monday Ven. John Climacus,,,,,Abstinence,False,"30
Strict Abstinence
Presanctified Liturgy
Great and Holy Monday
Ven. John Climacus"
033126,"Strict  Presanctified Liturgy Great and Holy Monday Ven. Hypatius, Bishop of Gangra",,,,,Abstinence,False,"31
Strict Abstinence
Presanctified Liturgy
Great and Holy Monday
Ven. Hypatius, Bishop of
Gangra"
040526,,,,,,,True,5
040626,"BRIGHT MONDAY Eutyches, Archbishop of Constantinople. Hieromartyr Irenaeus of Sirmium",,,,,,False,"6
BRIGHT MONDAY
Eutyches, Archbishop of
Constantinople.
Hieromartyr Irenaeus of
Sirmium."
040726,"BRIGHT TUESDAY Holy Father Kalliopos and Holy Father George, Bishop of Melitene",,,,,,False,"7
BRIGHT TUESDAY
Holy Father Kalliopos
and Holy Father
George, Bishop of
Melitene"
041226,"THOMAS SUNDAY (2nd Sunday of Easter), Of the Sunday - Following week readings-2nd week after Easter",1,1,Acts 5:12-20,Jn. 20:19-31,,True,"12
THOMAS SUNDAY (2nd Sunday
of Easter) Tone 1, Res. Gospel 1, Of
the Sunday - Epistle Acts 5:12-20,
Gospel Jn. 20:19-31 Following week
readings-2nd week after Easter."
041326,"Ven. Father Martin, confessor",,,,,,False,"13
Ven. Father Martin,
confessor."
041426,"Apostles among the 70, Aristarchus, Pudens and Trophimus",,,,,,False,"14
Apostles among the 70,
Aristarchus, Pudens and
Trophimus."
041926,,,,,,,True,19
042026,Ven. Father Theodore “Trichinas” (the “Hair- Shirt Wearer”),,,,,,False,"20
Ven. Father Theodore
“Trichinas” (the “Hair-
Shirt Wearer”)."
042126,"Hieromartyr Januarius and his companions. Theodore of Perga in Pamphilia, martyr",,,,,,False,"21
Hieromartyr Januarius
and his companions.
Theodore of Perga in
Pamphilia, martyr."
042626,SUNDAY OF THE PARALYTIC (4th Sunday of Easter). Following week readings – 4th week after Easter,3,5,Acts 9: 32-42,Jn. 5:1-15,,True,"26
SUNDAY OF THE PARALYTIC
(4th Sunday of Easter)
Tone 3, Res. Gospel 5. Epistle Acts 9:
32-42, Gospel Jn. 5:1-15. Following
week readings – 4th week after Easter."
042726,"Simeon, relative of the Lord, martyr",,,,,,False,"27
Simeon, relative of the
Lord, martyr."
042826,"Apostles among the 70, Jason and Sosipater. Dada and others, martyrs",,,,,,False,"28
Apostles among the 70,
Jason and Sosipater.
Dada and others,
martyrs."
050326,,,,,,,True,3
050426,,,,,,,False,4
051026,SUNDAY OF THE MAN BORN BLIND (6th Sunday of Easter). Following week readings – 6th week after Easter,5,8,Acts 16: 16- 34,Jn. 9: 1-38,,True,"10
SUNDAY OF THE MAN BORN
BLIND (6th Sunday of Easter)
Tone 5, Res. Gospel 8. Epistle Acts 16: 16-
34, Gospel Jn. 9: 1-38. Following week
readings – 6th week after Easter."
051126,"Mocius, Martyr",,,,,,False,"11
Mocius, Martyr"
051226,H. Fathers,,,"iphanius, Bishop of Cyprus and Germanus the Hymnographer, Patriarch of Constantinople",,,False,"12
H. Fathers Epiphanius,
Bishop of Cyprus and
Germanus the
Hymnographer, Patriarch
of Constantinople."
051726,,,,,,,True,17
051826,,,,,,,False,18
052426,"PENTECOST SUNDAY (Rusalii) Blessing of the wheat and first fruts. Kneeling prayers. All of the Feast. Following week readings – 1st week after Pentecost 31 1st SUNDAY AFTER PENTECOST - All Saints Sunday. Epistle Heb. 11: 33 – 12: 2, Gospel Matt. 10: 32-35; 37-38; 19: 27-30. Following week readings – 2nd week after Pentecost",8,1,Acts: 2: 1-11,Jn. 7: 37- 8: 12,,True,"24
PENTECOST SUNDAY (Rusalii)
Blessing of the wheat and first fruts.
Kneeling prayers. All of the Feast. Epistle
Acts: 2: 1-11; Gospel Jn. 7: 37- 8: 12.
Following week readings – 1st week after
Pentecost
31
1st SUNDAY AFTER PENTECOST -
All Saints Sunday. Tone 8, Res. Gospel 1,
Epistle Heb. 11: 33 – 12: 2, Gospel Matt.
10: 32-35; 37-38; 19: 27-30. Following week
readings – 2nd week after Pentecost."
052526,Monday of the Holy Spirit Third Finding of the Honored Head of St. John the Baptist. USA: Memorial Day,,,,,,False,"25
Monday of the Holy Spirit
Third Finding of the
Honored Head of St. John
the Baptist.
USA: Memorial Day"
052626,"Apostle among the 70, Carpus",,,,,,False,"26
Apostle among the 70,
Carpus."
061426,3RD SUNDAY AFTER PENTECOST. Following week readings – 4TH week after Pentecost,2,3,Rom. 5: 1 – 10,Matt. 6: 22-34,Common Abstinence,True,"14
Common Abstinence
3RD SUNDAY AFTER
PENTECOST.
Tone 2, Res. Gospel 3, Epistle
Rom. 5: 1 – 10, Gospel Matt. 6:
22-34. Following week readings –
4TH week after Pentecost."
061526,Common Abstine nce Prophet Amos,,,,,,False,"15
Common Abstine nce
Prophet Amos."
061626,"H. Father Tikhon, Bishop and Wonderworker",,,,,Common Abstinence,False,"16
Common Abstinence
H. Father Tikhon, Bishop and
Wonderworker."
062126,,,,,,Common Abstinence,True,"21
Common Abstinence"
062226,,,,,,Common Abstinence,False,"22
Common Abstinence"
062826,5th SUNDAY AFTER PENTECOST. Following week readings – 6th week after Pentecost,4,5,Rom. 10:1-10,Matt.8:28- 34,Common Abstinence,True,"28
Common Abstinence
5th SUNDAY AFTER
PENTECOST
Tone 4, Res. Gospel 5, Epistle
Rom. 10:1-10, Gospel Matt.8:28-
34. Following week readings – 6th
week after Pentecost."
062926,(†)HOLY APOSTLES PETER AND PAUL Holy Day of Obligation,,,2 Cor. 11:21-12:9,Mt 16:13-19,,True,"29
(†)HOLY APOSTLES PETER
AND PAUL
Holy Day of Obligation
Epistle: 2 Cor. 11:21-12:9
Gospel Mt 16:13-19"
063026,Synaxis of the Twelve Apostles,,,,,,False,"30
Synaxis of the Twelve
Apostles."
070526,,,,,,,True,5
070626,,,,,,,False,6
070726,,,,,,,False,7
